date,time,provider,model,input_tokens,output_tokens,cost_usd
2026-03-28,07:54:12,openai,gpt-4o-mini,1078,261,0.005305
2026-03-28,08:01:27,openai,gpt-4o-mini,1078,276,0.005455
2026-03-28,08:27:43,openai,gpt-4o-mini,1093,279,0.005522
2026-03-28,09:42:55,openai,gpt-4o-mini,1094,275,0.005485
