date,time,startup,stage,provider,input_tokens,output_tokens,cost
2026-03-30,06:50:25,invoicetool,block_A,chatgpt,3157,839,0.0163
2026-03-30,06:50:43,invoicetool,block_B,chatgpt,3158,862,0.0165
2026-03-30,06:53:11,invoicetool,block_A,chatgpt,3157,767,0.0156
2026-03-30,06:53:29,invoicetool,block_B,chatgpt,3158,902,0.0169
